MemTotal:        8025424 kB
MemFree:          260408 kB
MemAvailable:    4669444 kB
Buffers:         1321156 kB
Cached:          2202896 kB
SwapCached:         9320 kB
Active:          2003028 kB
Inactive:        4426804 kB
Active(anon):    1474280 kB
Inactive(anon):  1431844 kB
Active(file):     528748 kB
Inactive(file):  2994960 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:       1048572 kB
SwapFree:         676992 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:             38460 kB
Writeback:             0 kB
AnonPages:       2762132 kB
Mapped:           124132 kB
Shmem:               320 kB
KReclaimable:    1088300 kB
Slab:            1212312 kB
SReclaimable:    1088300 kB
SUnreclaim:       124012 kB
KernelStack:       12096 kB
PageTables:        15824 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5061284 kB
Committed_AS:    8792272 kB
VmallocTotal:   135288315904 kB
VmallocUsed:        6120 kB
VmallocChunk:          0 kB
Percpu:             5000 kB
AnonHugePages:   1341440 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
