MemTotal:        8025424 kB
MemFree:          210224 kB
MemAvailable:    4669772 kB
Buffers:         1495948 kB
Cached:          2081168 kB
SwapCached:         9008 kB
Active:          2112516 kB
Inactive:        4323832 kB
Active(anon):    1757200 kB
Inactive(anon):  1102340 kB
Active(file):     355316 kB
Inactive(file):  3221492 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:       1048572 kB
SwapFree:         676992 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:             41152 kB
Writeback:             0 kB
AnonPages:       2733664 kB
Mapped:           126784 kB
Shmem:               220 kB
KReclaimable:    1085712 kB
Slab:            1204852 kB
SReclaimable:    1085712 kB
SUnreclaim:       119140 kB
KernelStack:       12096 kB
PageTables:        15904 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5061284 kB
Committed_AS:    8792260 kB
VmallocTotal:   135288315904 kB
VmallocUsed:        6120 kB
VmallocChunk:          0 kB
Percpu:             5000 kB
AnonHugePages:   1355776 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
