MemTotal:        8025424 kB
MemFree:          150484 kB
MemAvailable:    4625136 kB
Buffers:         1373428 kB
Cached:          2213408 kB
SwapCached:         9372 kB
Active:          2165744 kB
Inactive:        4388904 kB
Active(anon):    1563244 kB
Inactive(anon):  1404896 kB
Active(file):     602500 kB
Inactive(file):  2984008 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:       1048572 kB
SwapFree:         676992 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:             20696 kB
Writeback:             0 kB
AnonPages:       2840664 kB
Mapped:           137980 kB
Shmem:               308 kB
KReclaimable:    1091116 kB
Slab:            1214632 kB
SReclaimable:    1091116 kB
SUnreclaim:       123516 kB
KernelStack:       12640 kB
PageTables:        17612 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5061284 kB
Committed_AS:   10364024 kB
VmallocTotal:   135288315904 kB
VmallocUsed:        6120 kB
VmallocChunk:          0 kB
Percpu:             5000 kB
AnonHugePages:   1376256 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
