MemTotal:        8025424 kB
MemFree:          215240 kB
MemAvailable:    4674968 kB
Buffers:         1836092 kB
Cached:          1731548 kB
SwapCached:         9764 kB
Active:          1578800 kB
Inactive:        4877744 kB
Active(anon):    1384736 kB
Inactive(anon):  1504728 kB
Active(file):     194064 kB
Inactive(file):  3373016 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:       1048572 kB
SwapFree:         676992 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:             17624 kB
Writeback:             0 kB
AnonPages:       2773552 kB
Mapped:           127472 kB
Shmem:               472 kB
KReclaimable:    1095620 kB
Slab:            1220584 kB
SReclaimable:    1095620 kB
SUnreclaim:       124964 kB
KernelStack:       12016 kB
PageTables:        16116 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5061284 kB
Committed_AS:    8812620 kB
VmallocTotal:   135288315904 kB
VmallocUsed:        6120 kB
VmallocChunk:          0 kB
Percpu:             5000 kB
AnonHugePages:   1355776 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
