MemTotal:        8025424 kB
MemFree:          202600 kB
MemAvailable:    4659508 kB
Buffers:         1336864 kB
Cached:          2233312 kB
SwapCached:         9364 kB
Active:          2069056 kB
Inactive:        4410320 kB
Active(anon):    1489876 kB
Inactive(anon):  1419672 kB
Active(file):     579180 kB
Inactive(file):  2990648 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:       1048572 kB
SwapFree:         676992 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:             50248 kB
Writeback:            60 kB
AnonPages:       2764988 kB
Mapped:           125516 kB
Shmem:               300 kB
KReclaimable:    1090052 kB
Slab:            1214220 kB
SReclaimable:    1090052 kB
SUnreclaim:       124168 kB
KernelStack:       12128 kB
PageTables:        16068 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5061284 kB
Committed_AS:    9650044 kB
VmallocTotal:   135288315904 kB
VmallocUsed:        6120 kB
VmallocChunk:          0 kB
Percpu:             5000 kB
AnonHugePages:   1349632 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
