MemTotal:        8025424 kB
MemFree:          157052 kB
MemAvailable:    4699484 kB
Buffers:         1582564 kB
Cached:          2066084 kB
SwapCached:         9536 kB
Active:          2455520 kB
Inactive:        4076468 kB
Active(anon):    1518360 kB
Inactive(anon):  1365364 kB
Active(file):     937160 kB
Inactive(file):  2711104 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:       1048572 kB
SwapFree:         676992 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:             46996 kB
Writeback:             0 kB
AnonPages:       2773348 kB
Mapped:           127808 kB
Shmem:               360 kB
KReclaimable:    1097140 kB
Slab:            1221536 kB
SReclaimable:    1097140 kB
SUnreclaim:       124396 kB
KernelStack:       12160 kB
PageTables:        15932 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5061284 kB
Committed_AS:    9653772 kB
VmallocTotal:   135288315904 kB
VmallocUsed:        6120 kB
VmallocChunk:          0 kB
Percpu:             5000 kB
AnonHugePages:   1366016 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
