MemTotal:        8025424 kB
MemFree:          230844 kB
MemAvailable:    4992132 kB
Buffers:         1058268 kB
Cached:          2691248 kB
SwapCached:         9936 kB
Active:          1881076 kB
Inactive:        4415580 kB
Active(anon):    1659932 kB
Inactive(anon):   887732 kB
Active(file):     221144 kB
Inactive(file):  3527848 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:       1048572 kB
SwapFree:        1007744 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:             36580 kB
Writeback:             0 kB
AnonPages:       2429868 kB
Mapped:           324168 kB
Shmem:               532 kB
KReclaimable:    1215268 kB
Slab:            1349880 kB
SReclaimable:    1215268 kB
SUnreclaim:       134612 kB
KernelStack:       12304 kB
PageTables:        15072 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5061284 kB
Committed_AS:    8756744 kB
VmallocTotal:   135288315904 kB
VmallocUsed:        6120 kB
VmallocChunk:          0 kB
Percpu:             4800 kB
AnonHugePages:    464896 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
