MemTotal:        8025424 kB
MemFree:          219908 kB
MemAvailable:    4865168 kB
Buffers:          825048 kB
Cached:          2737228 kB
SwapCached:        11276 kB
Active:          1704160 kB
Inactive:        4536364 kB
Active(anon):    1486796 kB
Inactive(anon):  1192036 kB
Active(file):     217364 kB
Inactive(file):  3344328 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:       1048572 kB
SwapFree:        1007744 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:             34496 kB
Writeback:           180 kB
AnonPages:       2563624 kB
Mapped:           335988 kB
Shmem:               576 kB
KReclaimable:    1286540 kB
Slab:            1422660 kB
SReclaimable:    1286540 kB
SUnreclaim:       136120 kB
KernelStack:       12208 kB
PageTables:        15160 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5061284 kB
Committed_AS:    8493316 kB
VmallocTotal:   135288315904 kB
VmallocUsed:        6120 kB
VmallocChunk:          0 kB
Percpu:             4840 kB
AnonHugePages:    479232 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
