MemTotal:        8025424 kB
MemFree:          280560 kB
MemAvailable:    5011104 kB
Buffers:          986780 kB
Cached:          2729764 kB
SwapCached:         9944 kB
Active:          1899988 kB
Inactive:        4382312 kB
Active(anon):    1678660 kB
Inactive(anon):   887652 kB
Active(file):     221328 kB
Inactive(file):  3494660 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:       1048572 kB
SwapFree:        1007744 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:             39740 kB
Writeback:           128 kB
AnonPages:       2448264 kB
Mapped:           324564 kB
Shmem:               532 kB
KReclaimable:    1217528 kB
Slab:            1351928 kB
SReclaimable:    1217528 kB
SUnreclaim:       134400 kB
KernelStack:       12304 kB
PageTables:        15164 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5061284 kB
Committed_AS:    9329256 kB
VmallocTotal:   135288315904 kB
VmallocUsed:        6120 kB
VmallocChunk:          0 kB
Percpu:             4800 kB
AnonHugePages:    464896 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
