MemTotal:        8025424 kB
MemFree:          139160 kB
MemAvailable:    5179716 kB
Buffers:         2258436 kB
Cached:          1511988 kB
SwapCached:         9776 kB
Active:          1603232 kB
Inactive:        4516156 kB
Active(anon):    1416560 kB
Inactive(anon):   933152 kB
Active(file):     186672 kB
Inactive(file):  3583004 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:       1048572 kB
SwapFree:        1007744 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:             37548 kB
Writeback:             0 kB
AnonPages:       2227624 kB
Mapped:           311516 kB
Shmem:               332 kB
KReclaimable:    1473852 kB
Slab:            1610864 kB
SReclaimable:    1473852 kB
SUnreclaim:       137012 kB
KernelStack:       12816 kB
PageTables:        14640 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5061284 kB
Committed_AS:    8779084 kB
VmallocTotal:   135288315904 kB
VmallocUsed:        6120 kB
VmallocChunk:          0 kB
Percpu:             4800 kB
AnonHugePages:    436224 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
