MemTotal:        8025424 kB
MemFree:          260956 kB
MemAvailable:    5264636 kB
Buffers:         1980892 kB
Cached:          1829888 kB
SwapCached:         9804 kB
Active:          1579636 kB
Inactive:        4551476 kB
Active(anon):    1391880 kB
Inactive(anon):   928876 kB
Active(file):     187756 kB
Inactive(file):  3622600 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:       1048572 kB
SwapFree:        1007744 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:             14512 kB
Writeback:             8 kB
AnonPages:       2195984 kB
Mapped:           310800 kB
Shmem:               368 kB
KReclaimable:    1396296 kB
Slab:            1531612 kB
SReclaimable:    1396296 kB
SUnreclaim:       135316 kB
KernelStack:       12288 kB
PageTables:        14452 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5061284 kB
Committed_AS:    8275064 kB
VmallocTotal:   135288315904 kB
VmallocUsed:        6120 kB
VmallocChunk:          0 kB
Percpu:             4800 kB
AnonHugePages:    421888 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
