MemTotal:        8025424 kB
MemFree:          216912 kB
MemAvailable:    5062784 kB
Buffers:         1228620 kB
Cached:          2590172 kB
SwapCached:         9916 kB
Active:          1844396 kB
Inactive:        4487512 kB
Active(anon):    1624348 kB
Inactive(anon):   889040 kB
Active(file):     220048 kB
Inactive(file):  3598472 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:       1048572 kB
SwapFree:        1007744 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:             12204 kB
Writeback:             0 kB
AnonPages:       2395348 kB
Mapped:           323644 kB
Shmem:               508 kB
KReclaimable:    1230324 kB
Slab:            1365540 kB
SReclaimable:    1230324 kB
SUnreclaim:       135216 kB
KernelStack:       12352 kB
PageTables:        14376 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5061284 kB
Committed_AS:    8754260 kB
VmallocTotal:   135288315904 kB
VmallocUsed:        6120 kB
VmallocChunk:          0 kB
Percpu:             4800 kB
AnonHugePages:    464896 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
