MemTotal:        8025424 kB
MemFree:          134228 kB
MemAvailable:    5139084 kB
Buffers:         2681564 kB
Cached:           798772 kB
SwapCached:         9288 kB
Active:          3739564 kB
Inactive:        2122720 kB
Active(anon):    1715372 kB
Inactive(anon):   667184 kB
Active(file):    2024192 kB
Inactive(file):  1455536 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:       1048572 kB
SwapFree:        1008512 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:             21908 kB
Writeback:             0 kB
AnonPages:       2270048 kB
Mapped:           307324 kB
Shmem:               524 kB
KReclaimable:    1728100 kB
Slab:            1871192 kB
SReclaimable:    1728100 kB
SUnreclaim:       143092 kB
KernelStack:       12864 kB
PageTables:        14508 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5061284 kB
Committed_AS:    9039672 kB
VmallocTotal:   135288315904 kB
VmallocUsed:        6120 kB
VmallocChunk:          0 kB
Percpu:             4800 kB
AnonHugePages:    452608 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
