MemTotal:        8025424 kB
MemFree:          198984 kB
MemAvailable:    4841056 kB
Buffers:          902276 kB
Cached:          2638376 kB
SwapCached:        11276 kB
Active:          1762652 kB
Inactive:        4504284 kB
Active(anon):    1538572 kB
Inactive(anon):  1188412 kB
Active(file):     224080 kB
Inactive(file):  3315872 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:       1048572 kB
SwapFree:        1007744 kB
Zswap:                 0 kB
Zswapped:              0 kB
Dirty:             24260 kB
Writeback:             0 kB
AnonPages:       2611824 kB
Mapped:           336688 kB
Shmem:               656 kB
KReclaimable:    1305092 kB
Slab:            1441208 kB
SReclaimable:    1305092 kB
SUnreclaim:       136116 kB
KernelStack:       12368 kB
PageTables:        15608 kB
SecPageTables:         0 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:     5061284 kB
Committed_AS:    9346396 kB
VmallocTotal:   135288315904 kB
VmallocUsed:        6120 kB
VmallocChunk:          0 kB
Percpu:             4840 kB
AnonHugePages:    491520 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
FileHugePages:         0 kB
FilePmdMapped:         0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
